Titre source;Exemples cités;Date_stat;Type;Date;Citations
Discours politiques (1578); Athalia et Amasias subissent la répréhension;-801; Antiquité biblique; Antiquité;" ""roys pouvoyent estre reprimez par le peuple... comme fut **Athalia** usurpatrice & **Amasias** [24]"""
Discours politiques (1578); Sennacherib ne possède pas l'autorisation;-701; Antiquité biblique; Antiquité;" ""autorise pas tous ceux qui ont le pouvoir... tesmoin **Sennacherib** [23]"""
Discours politiques (1578); Moloch reçoit la génération des enfants d'Israël;-700; Antiquité biblique; Antiquité;" ""celuy qui aura souillé le sanctuaire du Seigneur, en donnant sa generation à **Moloch** mourroit, & que le peuple le lapidast [1]"""
Discours politiques (1578); Jeremie impute le crime au peuple pour la servitude;-605; Antiquité biblique; Antiquité;" ""Le crime de Plagiun est imputé au peuple qui ne resista au Roy quand il retint en servitude ceux de la mesme patrie, comme dit **Jeremie** 34 [2, 3]"""
Discours politiques (1578); Archanges apparaissent dans les écrits;-600; Antiquité biblique; Antiquité;" ""selon ce que **Daniel** S.Paul & S. Jude font mention des **Archanges** [2]"""
Discours politiques (1578); Daniel et Paul font mention des Archanges;-600; Antiquité biblique; Ier siècle;" ""selon ce que **Daniel** **S.Paul** & S. Jude font mention des **Archanges** [2]"""
Discours politiques (1578); Isaie cite Cyrus comme oinct;-539; Antiquité biblique; Antiquité;" ""a suscité (dit le Prophete **Isaie**) **Cyrus** comme son oinct [22]"""
Discours politiques (1578); Saul et Neron sont condamnés;je ne sais pas; Antiquité biblique; Antiquité;" ""Ainsi firent **Saul** en Judee & **Neron** à Rone: condamnez, l'un par Samuel, & l'autre par le senat [54]"""
Discours politiques (1578); Joseph et Marie reçoivent l'obéissance de Christ;30; Antiquité biblique; Ier siècle;" ""l'obeissance rendue par **Christ** à **Joseph** & à **Marie** ausquels il estoit sujet [10]"""
Discours politiques (1578); Mathias est élu par le sort;30; Antiquité biblique; Ier siècle;" ""election de Moyse:ou bien par le sort comme l'election de **Mathias** [21]"""
Discours politiques (1578); Paul enseigne que l'homme est chef de la femme;55; Antiquité biblique; Ier siècle;" ""ce suivant le dire de **S. Paul** que l'homme est chef de la femme [5]"""
Discours politiques (1578); Pierre cite les héritiers de la grâce;64; Antiquité biblique; Ier siècle;" ""Et pourtant **S. Pierre** dit à ce propos, vous estes ensemble heritiers de la grace de vie [7]"""
Discours politiques (1578); Matthieu recite les paroles de Christ;75; Antiquité biblique; Ier siècle;" ""Mais selon ce que recite **S. Matthieu** des paroles de **Christ**, il sembleroit que ce fust Dieu mesme [8]"""
Discours politiques (1578); Florentin déduit le nom des serfs;225; Antiquité classique; IIIe siècle;" ""**Florentin** jurisconsulte dit sus les Institutes que les serfs ont esté ainsi appellez de ce que les Empereurs en guerre commandoyent de vendre les captifs [14]"""
Discours politiques (1578); Lycurgus et Solon sont législateurs;-697; Antiquité classique; Antiquité;" ""qu'en celuy de **Lycurgus**, de **Solon**, de Romulus ou d'autres [25]"""
Discours politiques (1578); Orthagoras gouverne royalement les Sicyoniens;-650; Antiquité classique; VIIe siècle av. J.-C.;" ""la tyrannie d'**Orthagoras** sur les **Sicyoniens** dura cent ans [52]"""
Discours politiques (1578); Ancus fonde la ville d'Ostie;-628; Antiquité classique; VIIe siècle av. J.-C.;" ""jusques à **Ostie** que le Roy **Ancus** fonda [78]"""
Discours politiques (1578); Tarquin Prisque ajoute des sénateurs;-598; Antiquité classique; VIe siècle av. J.-C.;" ""**Tarquin Prisque** cinquiesme Roy en adjousta cent autres [33]"""
Discours politiques (1578); Belochus et Arbaces entreprennent contre Sardanapale;-612; Antiquité classique; Antiquité;" ""comme à **Belochus** & **Arbaces** lieutenans de **Sardanapale** [76]"""
Discours politiques (1578); Cipselus et Pisistratus tiennent le peuple occupé;-600; Antiquité classique; VIe siècle av. J.-C.;" ""Ainsi firent **Cipselus** en Corinthe, & **Pisistratus** en Athenes [49]"""
Discours politiques (1578); Periander donne la règle de tuer les excellents;-600; Antiquité classique; VIe siècle av. J.-C.;" ""**Periander** bailla ceste reigle de tuer les plus excellens [48]"""
Discours politiques (1578); Psamicus possède un effet réduit;-600; Antiquité classique; VIe siècle av. J.-C.;" ""Mais elle ne dura que trois ans sous **Psamicus** son frere [52]"""
Discours politiques (1578); Pythagoras donne des sentences au roi;-540; Antiquité classique; VIe siècle av. J.-C.;" ""Les graves enseignemens de **Pythagoras**... Ne passe point le poids, dit il au Roy [55]"""
Discours politiques (1578); Cambyses fait écorcher un juge;-525; Antiquité classique; VIe siècle av. J.-C.;" ""comme **Cambyses**, qui fit escorcher un juge pour y avoir fait faute [74]"""
Discours politiques (1578); Darius est élu roi de Perse;-522; Antiquité classique; VIe siècle av. J.-C.;" ""ou ainsi que **Darius** fut esleu Roy de **Perse** [21]"""
Discours politiques (1578); Pausanias règle la puissance des Éphores;-509; Antiquité classique; IVe siècle av. J.-C.;" ""au contraire **Pausanias** voyant un vice... taschoit d'y pourvoir en reiglant la puissance des **Ephores** [32]"""
Discours politiques (1578); Semiramis obtient la domination en Babylone;-490; Antiquité classique; Antiquité;" ""comme au paravant l'avoit euë **Semiramis** en **Babylone** [57]"""
Discours politiques (1578); Hieron et Thrasybule règnent peu en Sicile;-466; Antiquité classique; Ve siècle av. J.-C.;" ""**Hieron**, Gelon, & **Thrasybule** regnerent peu en **Sicile** [53]"""
Discours politiques (1578); Comices Centuriata jugent de la vie d'un citoyen;-450; Antiquité classique; Antiquité;" ""on ne fit jugement de la vie ou de la mort d'un citoyen Romain, si ce n'estoit que ce peuple fust assemblé aux **Comices** apellez **Centuriata** [8]"""
Discours politiques (1578); Sybariens et Thuriens combattent pour l'usurpation;-444; Antiquité classique; Antiquité;" ""puis les **Sybariens** voulurent de mesmes usurper sus les **Thuriens** [77]"""
Discours politiques (1578); Herodote traite des rois chez les Mèdes;-430; Antiquité classique; Ve siècle av. J.-C.;" ""refuté l'opinion d'**Herodote** qui dit que les premiers Roys furent creez entre les **Medes** [30]"""
Discours politiques (1578); Lysander craint la tyrannie;-404; Antiquité classique; IVe siècle av. J.-C.;" ""parce que **Lysander** craignant la tyrannie monarchique essayoit... à diminuer l'autorité [32]"""
Discours politiques (1578); Medile vainc les nobles de Tarente;-400; Antiquité classique; Ve siècle av. J.-C.;" ""Comme à **Tarente**, apres qu'ils eurent esté vaincus en bataille par ceux de **Medile** & leurs associez, là où presques tous les nobles moururent [12]"""
Discours politiques (1578); Socrates subit l'empoisonnement;-399; Antiquité classique; IVe siècle av. J.-C.;" ""**Socrates** empoisonné, Lycurge outragé & Solon relegué en Cypre [34]"""
Discours politiques (1578); Xenophon prescrit la douleur du prince;-380; Antiquité classique; IVe siècle av. J.-C.;" ""qu'on le voye se condouloir du mal de ses membres, dit **Xenophon** [40]"""
Discours politiques (1578); Alexandre Phereen visite les coffres de sa femme;-358; Antiquité classique; IVe siècle av. J.-C.;" ""comme **Alexandre Phereen** qui estoit en telle deffiance qu'il faisoit visiter les coffres [50]"""
Discours politiques (1578); Platon écrit à Laodamas sur la cité;-350; Antiquité classique; IVe siècle av. J.-C.;" ""ce que dit **Platon** en l'epistre 11. à **Laodamas** [61]"""
Discours politiques (1578); Olinthiens conservent leur religion sous Philippe;-349; Antiquité classique; IVe siècle av. J.-C.;" ""bienveillance qu'avoyent les **Olinthiens** envers **Philippe** de Macedone [64]"""
Discours politiques (1578); Attalus commet une vilenie envers Pausanias;-337; Antiquité classique; IVe siècle av. J.-C.;" ""comme fit **Pausanias**, qui tua Philippe de Macedone, pour ce qu'il ne luy fit justice de la vilenie que luy avoit faite **Attalus** [10]"""
Discours politiques (1578); Demetrius et Pyrrhus agissent envers les Macédoniens;-288; Antiquité classique; IIIe siècle av. J.-C.;" ""Les **Macedoniens** quitterent leur Roy **Demetrius**... & se rangerent à **Pyrrhus** [51]"""
Discours politiques (1578); Servilius Hala et Casca oublient leur sang;-242; Antiquité classique; Ier siècle av. J.-C.;" ""**Servilius Hala** & **Casca** estoyent parens de Cesar, toutesfois ils ont oublié leur sang [63]"""
Discours politiques (1578); Agis meurt par son peuple à Lacedemone;-241; Antiquité classique; IIIe siècle av. J.-C.;" ""Pour telles causes les Lacedemoniens chasserent Lysander leur gouverneur, & tuerent **Agis** leur Roy [4]"""
Discours politiques (1578); Chrisippe nomme la loi royne de toutes choses;-240; Antiquité classique; IIIe siècle av. J.-C.;" ""majesté de ceste saincte invention que **Chrisippe** dit estre royne de toutes choses tant divines que humaines, qui preside aux choses justes & injustes [7]"""
Discours politiques (1578); Carneades adresse un propos aux Romains;-155; Antiquité classique; IIe siècle av. J.-C.;" ""**Lactance** refere le propos que **Carneades** adressoit aux **Romains** [73]"""
Discours politiques (1578); Caton et Scipion sont cités pour leur vertu;-149; Antiquité classique; IIe siècle av. J.-C.;" ""la gloire ne consiste pas à estre du lignage de **Caton** ou de **Scipion** ou de Cæsar [71]"""
Discours politiques (1578); Metellus et Hannibal subissent le bannissement;-148; Antiquité classique; IIe siècle av. J.-C.;" ""comme il en est avenu à **Metellus** qui fut banni, **Hannibal** & Camille chassez [34]"""
Discours politiques (1578); Actius recite les propos d'Atreus;-120; Antiquité classique; IIe siècle av. J.-C.;" ""Sur quoy le poëte **Actius** recitant les propos d'**Atreus** impugnoit une fausse raison [72]"""
Discours politiques (1578); Ennius et Ciceron traitent de la société sainte;-107; Antiquité classique; Ier siècle av. J.-C.;" ""comme dit **Ciceron** suivant le poëte **Ennius**, nulle saincte societé... ne demeure en celuy [45]"""
Discours politiques (1578); Catule et Lepide participent aux guerres civiles;-77; Antiquité classique; Ier siècle av. J.-C.;" ""Les guerres de Marius & Sylla continuerent par la suitte de celles de Sertorius, de Catilina, de **Lepide**, de **Catule**, de Pompee, de Cæsar [13]"""
Discours politiques (1578); Sertorius et Catilina forment une suite de guerres;-72; Antiquité classique; Ier siècle av. J.-C.;" ""continuerent par la suitte de celles de **Sertorius**, de **Catilina**, de Lepide [77]"""
Discours politiques (1578); Lentulus subit la dégradation avant l'exécution;-63; Antiquité classique; Ier siècle av. J.-C.;" ""car **Lentulus** ne fut executé à mort sinon apres avoir esté degradé [81]"""
Discours politiques (1578); Jules Cesar rend la cité apte au joug;-52; Antiquité classique; Ier siècle av. J.-C.;" ""Le progres de **Jules Cesar** est loué... il rendit la cité libre apte au joug [41]"""
Discours politiques (1578); Calphurnya aime à babiller;-44; Antiquité classique; Ier siècle av. J.-C.;" ""la femme ayme à causer & babiller... ce qui est recité... faisant mention de **Calphurnya** [59]"""
Discours politiques (1578); Cassius et Brutus mènent une entreprise;-44; Antiquité classique; Ier siècle av. J.-C.;" ""Tous ceux là sont louez d'avoir esté associez à l'entreprise de **Cassius** & **Brutus** [63]"""
Discours politiques (1578); Trebatius et Cimber préfèrent la liberté à Cesar;-44; Antiquité classique; Ier siècle av. J.-C.;" ""**Trebatius** estoit grand & familier amy de **Cesar**... **Cimber** aussi amy de Cesar [62]"""
Discours politiques (1578); Saluste déplore la perte de la modestie;-42; Antiquité classique; Ier siècle av. J.-C.;" ""C'est pourquoy **Saluste** se plaint qu'avant que Carthage fust destruite [67]"""
Discours politiques (1578); Auguste transporte la puissance par une loi;-27; Antiquité classique; Ier siècle;" ""**Auguste**... par une loy appellee royale, transporta en luy tout son empire & puissance [42]"""
Discours politiques (1578); Dionysius Halicarnasseus décrit le sénat;-7; Antiquité classique; Ier siècle av. J.-C.;" ""comme le monstre **Dionysius Halicarnasseus**... Romulus fonda la cité il esleut cent senateurs [33]"""
Discours politiques (1578); Quinte Curse recite l'agrément des peuples;50; Antiquité classique; Antiquité;" ""comme Xenophon & **Quinte Curse** le recitent, que Cyrus & Alexandre ont agree [65]"""
Discours politiques (1578); Seneque écrit sur l'esprit vital à Neron;54; Antiquité classique; Ier siècle;" ""car c'est l'esprit vital & ame de l'Empire disoit **Seneque** à **Neron** [39]"""
Discours politiques (1578); Lucain parle de la servitude accoutumée;62; Antiquité classique; Ier siècle;" ""ainsi que dit **Lucain**... que les Romains disoyent que la servitude ne leur eust esté si dure [47]"""
Discours politiques (1578); Pline attribue la servitude aux Lacedemoniens;77; Antiquité classique; Ier siècle;" ""**Pline** dit que les Lacedemoniens furent les premiers qui introduirent la servitude: mais elle estoit long temps avant [14]"""
Discours politiques (1578); Tacitus décrit les dons aux gens de guerre;110; Antiquité classique; IIe siècle;" ""il gaigna (ce dit **Tacitus** au 1.de ses annales) le cœur du peuple... attira les gens de guerre [42]"""
Discours politiques (1578); Caius définit le droit des gens;160; Antiquité classique; IIe siècle;" ""est derivé le droit des gens, qui est selon **Caius** jurisconsulte ce qu'une raison naturelle a constitué entre tous les hommes [6]"""
Discours politiques (1578); Marc Aurelle décrit le naturel des femmes;170; Antiquité classique; IIe siècle;" ""**Marc Aurelle** dit que, c'est le naturel des femmes de desirer infiniement sçavoir [60]"""
Discours politiques (1578); Alexandre Severe possède un empire sans sang;229; Antiquité classique; IIIe siècle;" ""L'Empereur **Alexandre Severe** est loué de cela & son empire nommé... empire sans sang [38]"""
Discours politiques (1578); Licinius établit la raison de justice;313; Antiquité classique; IVe siècle;" ""C'est pourquoy Constantin & **Licinius** son collegue disent qu'il faut qu'en toutes choses la raison de justice & equité aille devant le droit pressé [9]"""
Discours politiques (1578); Arius rend Christ inférieur au Père;325; Antiquité classique; IVe siècle;" ""consentiront à l'opinion d'**Arius**, lequel... vouloit faire **Jesus Christ** inferieur à Dieu son Pere [9]"""
Discours politiques (1578); Denis impose des péages à Siracuse;-343; Antiquité classique; IVe siècle av. J.-C.;" ""comme fit **Denis** à **Siracuse**, qui en cinq ans par tels moyens tira autant [49]"""
Discours politiques (1578); Dion entreprend contre Denis;0; Antiquité classique; IVe siècle av. J.-C.;" ""et **Dion** entreprit contre **Denis** tyran de Sicile [76]"""
Discours politiques (1578); Ambroise compare le roi aux abeilles;380; Antiquité classique; IVe siècle;" ""Il faut ( comme dit **S. Ambroise**) qu'il soit doux... par similitude des abeilles [37]"""
Discours politiques (1578); Antropomorphites font Dieu corporel;400; Antiquité classique; IVe siècle;" ""elle opinion convient à celle des **Antropomorphites**, qui faisoyent Dieu corporel [11]"""
Discours politiques (1578); Orose nomme la terre nourrice des tyrans;417; Antiquité classique; Ve siècle;" ""ce qui a meu **Orose** d'appeler ceste terre la nourrice des tyrans [53]"""
Discours politiques (1578); Augustin définit la disposition des choses;420; Antiquité classique; Ve siècle;" ""comme dit **S.Augustin** au 19. livre de la cité de Dieu cest une disposition des choses pareilles & non pareilles [1]"""
Discours politiques (1578); Cassiodore définit le royaume par la tranquillité;540; Antiquité classique; VIe siècle;" ""car comme dit **Cassiodore**, le royaume est mal nommé qui ne subsiste par tranquillité [29]"""
Discours politiques (1578); Artaxerxes donne son royaume à Darius;je ne sais pas; Antiquité classique; Ve siècle av. J.-C.;" ""il est dit que **Artaxerxes** donnant son royaume à **Darius** son fils ne pensa mourir [28]"""
Discours politiques (1578); Atheus subit la pendaison par les Lydiens;je ne sais pas; Antiquité classique; Antiquité;" ""en firent à leur Roy **Atheus**... ils le prindrent & le pendirent [79]"""
Discours politiques (1578); Calcedone porte un enfant en bataille;je ne sais pas; Antiquité classique; Antiquité;" ""**Justin** dit que ceux de **Calcedone**, leur Roy mort... porterent un petit enfant [40]"""
Discours politiques (1578); Calcide fournit des bannis reçus par les Antiopoliens;je ne sais pas; Antiquité classique; Antiquité;" ""Ceux d'Antiopolis receurent les bannis de **Calcide**, & les firent citoyens, mais ils leur donnerent semblable payement [11]"""
Discours politiques (1578); Justin dit que Calcedone porte un enfant en bataille;je ne sais pas; Antiquité classique; Antiquité;" ""**Justin** dit que ceux de **Calcedone**, leur Roy mort... porterent un petit enfant [40]"""
Discours politiques (1578); Phauarin et Sixte Cilicien disputent de la loi du Talion;je ne sais pas; Antiquité classique; IIe siècle;" ""De cecy disputent les philosophes **Phauarin** & **Sixte Cilicien** es nuits d'Aulugelle. Les canonistes ont aussi bien sainement jugé de ce fait [5]"""
Discours politiques (1578); Sibare et Troyens s'opposent par sédition;je ne sais pas; Antiquité classique; Antiquité;" ""ceux d'une cité d'Achaye nommee **Sibare**, dont les Achayens chasserent les **Troyens** [77]"""
Discours politiques (1578); Hector Boëtius écrit sur les rois écossais;1526; Contemporain à l'auteur; 1526;" ""**Hector Boëtius** chroniqueur des **Escossois** dit que quand iceux esleurent leur premier Roy [84]"""
Discours politiques (1578); Alençon et Navarre sont menacés d'emprisonnement;1574; Contemporain à l'auteur; 1574;" ""emprisonner le duc d'**Alençon** & le Roy de **Navarre** [87]"""
Discours politiques (1578); Baronniere et Luché prennent le chasteau de Lusignen;1574; Contemporain à l'auteur; 1574;" ""prins par les sieurs de **la Baronniere** & de **Luché** gentilhommes [96]"""
Discours politiques (1578); Benoist Rigaud imprime le discours catholique;1574; Contemporain à l'auteur; 1574;" ""imprimé à Lyon par **Benoist Rigaud** avec permission [105]"""
Discours politiques (1578); Birague conclut l'emprisonnement;1574; Contemporain à l'auteur; 1574;" ""envoya querir la royne & le Chancelier **Birague**: lors ils conclurent d'emprisonner [86]"""
Discours politiques (1578); Case meurt d'un coup d'arquebouze;1574; Contemporain à l'auteur; 1574;" ""Le sieur de **la Case**... il fut tué sur la place d'un coup d'arquebouze tiré par un des soldats de ce capitaine [24, 25]"""
Discours politiques (1578); Cossé subit l'emprisonnement dans la Bastille;1574; Contemporain à l'auteur; 1574;" ""le mareschal de **Cossé** en une chambre aupres... furent enserrez dans la Bastille [18, 19]"""
Discours politiques (1578); Jean de la Haye procure le bien public;1574; Contemporain à l'auteur; 1574;" ""M. **Jean de la Haye** lieutenant general en Poictou se mit lors aussi en avant [92]"""
Discours politiques (1578); La Case meurt d'un coup d'arquebouze;1574; Contemporain à l'auteur; 1574;" ""Le sieur de **la Case**... il fut tué sur la place d'un coup d'arquebouze [95]"""
Discours politiques (1578); La Mole et Coconnas apparaissent dans les interrogats;1574; Contemporain à l'auteur; 1574;" ""Par les interrogats de **la Mole**, **Coconnas** & autres [89]"""
Discours politiques (1578); La Nouë et Anuille entrent en ligue;1574; Contemporain à l'auteur; 1574;" ""où estoit le sieur de **la Nouë**... le mareschal d'**Anuille** bransloit [90]"""
Discours politiques (1578); La Plante et La Porte subissent l'exécution pour trahison;1574; Contemporain à l'auteur; 1574;" ""auo yent esté executez à mort les Capitaine **la Plante**, **la Porte** & autres traistres [103]"""
Discours politiques (1578); Lansac accompagne le mareschal à la volerie;1574; Contemporain à l'auteur; 1574;" ""le jeudy il retourna à la volerie, acompagné des sieurs de Torcy & **Lansac** le vieil que la roine y envoya [20]"""
Discours politiques (1578); Lorraine et Cardinal visitent Dammartin;1574; Contemporain à l'auteur; 1574;" ""le duc de **Lorraine** & sa femme acompagnez du **Cardinal de Lorraine**... vindrent à **Dammartin** [85]"""
Discours politiques (1578); Lude et Biron se rendent près de la ville;1574; Contemporain à l'auteur; 1574;" ""donner entree en la ville aux sieurs du **Lude** gouverneur... & de **Biron** aussi [103, 104]"""
Discours politiques (1578); Mattignon possède une armée en France;1574; Contemporain à l'auteur; 1574;" ""Voudriez vous que nous luy baillissions l'armee de **Mattignon**? Elle est trop petite pour luy [21]"""
Discours politiques (1578); Maurenel et Sainct Martin cherchent à tuer la Nouë;1574; Contemporain à l'auteur; 1574;" ""deux assassins, assavoir **Maurenel** & **sainct Martin** le Huguenot... pour aller tuer le sieur de la Nouë [91]"""
Discours politiques (1578); Montgomeri et Monbrun se remuent pour les villes;1574; Contemporain à l'auteur; 1574;" ""où se devoit trouver le comte de **Montgomeri**... où estoit le sieur de **Monbrun** [90]"""
Discours politiques (1578); Montmorency subit l'emprisonnement;1574; Contemporain à l'auteur; 1574;" ""l'emprisonnement du mareschal de **Montmorency**, tenu pour fort suspect [85]"""
Discours politiques (1578); Montpensier osta la garde du chasteau;1574; Contemporain à l'auteur; 1574;" ""Le duc de **Montpensier**... osta la garde du chasteau au capitaine [94]"""
Discours politiques (1578); Rets favorise la promotion d'un conseiller;1574; Contemporain à l'auteur; 1574;" ""avancé par la faveur du mareschal de **Rets** [93]"""
Discours politiques (1578); Saincte Souline s'empare de la porte;1574; Contemporain à l'auteur; 1574;" ""Le sieur de **saincte Souline**... s'en alla à la porte de la trenchee [97]"""
Discours politiques (1578); Sansac ouvre la porte au serviteur du mareschal;1574; Contemporain à l'auteur; 1574;" ""Allez dire à monsieur de **Sansac** qu'il ouvre la porte à ce Capitaine qui s'en va trouver Madame de la part de Montmorency [22, 23]"""
Discours politiques (1578); Therignau conseille au mareschal de retourner en cour;1574; Contemporain à l'auteur; 1574;" ""un de ses serviteurs domestiques nommé **Therignau** le vint trouver & luy dit que tous ses amis desiroyent qu'il fust aupres du Roy [16, 17]"""
Discours politiques (1578); Torcy prie le mareschal de se hâter;1574; Contemporain à l'auteur; 1574;" ""arrive vers luy le sieur de **Torcy** envoyé de la part du Roy qui luy sit entendre que le Roy avoit un extreme desir de le voir, & le prioit de se haster [18]"""
Discours politiques (1578); Viconte d'Auchy devise avec le maréchal;1574; Contemporain à l'auteur; 1574;" ""trouva le **viconte d'Auchy** capitaine des gardes du Roy... commença à deviser avec luy [88]"""
Discours politiques (1578); Merovee conquiert les Gaules;448; Haut Moyen Âge; Ve siècle;" ""comme autresfois fit **Merovee** sur les Romains à cause qu'ils tyrannisoyent le peuple **Gaulois** [35]"""
Discours politiques (1578); Leon donne la puissance aux serfs;457; Haut Moyen Âge; Ve siècle;" ""et depuis **Leon** donna aux serfs puissance de tester & d'acquerir [69]"""
Discours politiques (1578); Gregoire définit le tyran par la violence;590; Haut Moyen Âge; VIe siècle;" ""**Sainct Gregoire** au 12. livre de ses morales... cela se faict par le tyran [44]"""
Discours politiques (1578); Bodille tue un roi de France;675; Haut Moyen Âge; 675;" ""Un nommé **Bodille** tua un Roy de France [76]"""
Discours politiques (1578); Jaques d'Artevelle est réputé chef de part;1345; Moyen Âge tardif; XIVe siècle;" ""comme tel fut autresfois reputé **Jaques d'Artevelle** en Flandres [68]"""
Discours politiques (1578); Salicet expose le titre joint à l'administration;1350; Moyen Âge tardif; XIVe siècle;" ""et comme l'expose **Salicet**, que c'est ayant decreté certaine chose [46]"""
Discours politiques (1578); Paris de Puteo et Balde écrivent sur les pandectes;1400; Moyen Âge tardif; XVe siècle;" ""comme **Paris de Puteo**, Oldradus, **Balde**, André d'Issernia discourent [81]"""
Discours politiques (1578); Paris de Puteo écrit sur les pandectes;1500; Moyen Âge tardif; XVe siècle;" ""comme **Paris de Puteo**, Oldradus, Balde, André d'Issernia discourent [80]"""
Discours politiques (1578); Barthelemy cotte des lois discordantes;je ne sais pas; Moyen Âge tardif; XVe siècle;" ""un docteur en droit canon nommé frere **Barthelemy** a cotté par ses escrits [75]"""
Discours politiques (1578); Cartophilace conserve les convenances des rois escossois;je ne sais pas; Moyen Âge tardif; XVIe siècle;" ""ce fut sous les convenances qui sont descrites & conservees en un lieu que ils appellent la **Cartophilace** des roys [15]"""
Discours politiques (1578); Etheocles déboute ses frères de Thebes;je ne sais pas; Mythologie; Antiquité;" ""**Euripide** parlant de **Etheocles** qui avoit debouté ses freres du royaume de **Thebes** [43]"""
Discours politiques (1578); Hercules garantit les peuples des monstres;je ne sais pas; Mythologie; Antiquité;" ""et de **Hercules** en son temps aussi qui guarentit les peuples des monstres [27]"""
Discours politiques (1578); Saturne enseigne la culture de la terre;je ne sais pas; Mythologie; Antiquité;" ""Ainsi parle-on de **Saturne** en son temps qui enseigna de cultiver la terre [26]"""
Discours politiques (1578); Theseus divise la noblesse;je ne sais pas; Mythologie; Antiquité;" ""Les autres disent que ce fut **Theseus** qui divisa la noblesse d'avec les laboureurs [70]"""
Discours politiques (1578); Tongris et Zeurbie sont citées pour leur règne;je ne sais pas; Mythologie; Antiquité;" ""autant en dira-on de **Tongris**, **Zeurbie** & autres [56]"""
Du droit des magistrats (1574); Nimrod étend ses limites par force;-2247; Antiquité biblique; Antiquité;" ""tesmoin ce que l'escriture nous recite de **Nimrod**... monarchies sont parvenues à telle grandeur [16]"""
Du droit des magistrats (1574); Pharaon ordonne de tuer les enfants;-1571; Antiquité biblique; Antiquité;" ""Le mandement de **Pharaon** ordonnant qu'on tuast les petits enfans masles des Hebreux, estoit tres inique [1]"""
Du droit des magistrats (1574); Sages femmes refusent d'obéir au roi;-1571; Antiquité biblique; Antiquité;" ""auquel aussi n'obeirent les **sages femmes** : & pourtant est il dit que Dieu leur bastit des maisons [1]"""
Du droit des magistrats (1574); Melchisedech et Heli sont sacrificateurs et souverains;-1512; Antiquité biblique; Antiquité;" ""premiers Patriarches estoient Sacrificateurs... ce qui est expressément escrit de **Melchisedech**: autant en est-il d'**Heli** [84, 85]"""
Du droit des magistrats (1574); Gabaonites sont asservis par Josué;-1451; Antiquité biblique; Antiquité;" ""Les **Gabaonites** aussi ne se plaignent de **Josué**, qui toutes-fois les avoit reduits en grande servitude [75]"""
Du droit des magistrats (1574); Josué introduit le peuple en terre promise;-1451; Antiquité biblique; Antiquité;" ""introduit son Peuple par **Josué** en la terre promise [47]"""
Du droit des magistrats (1574); Ruben, Gad et Manassé subissent la menace de guerre;-1451; Antiquité biblique; Antiquité;" ""deux Tributz entieres, assavoir de **Ruben**, & de **Gad**, & la demie de **Manassé**, contre lesquelles prennent les armes [76, 77]"""
Du droit des magistrats (1574); Tribus d'Israël combattent les Benjamites;-1406; Antiquité biblique; Antiquité;" ""Ce qui se void notoirement en la guerre des **Tributs d'lsraël** contre les **Benjamites** [20]"""
Du droit des magistrats (1574); Abimelech devient un tyran manifeste;-1150; Antiquité biblique; Antiquité;" ""comme **Abimelech** entre les Israëlites, les trente en Athenes, & les dix à Romme [24]"""
Du droit des magistrats (1574); Ammonites proposent de crever l'œil aux gens de Jabes;-1095; Antiquité biblique; Antiquité;" ""accord presenté par les **Ammonites** aux habitans de **Jabes**, assavoir de les recevoir à merci, pour une que chacun d'eux se crevast l'œil [74]"""
Du droit des magistrats (1574); Samuel prédit le droit du Roi;-1095; Antiquité biblique; Antiquité;" ""lui predit par **Samuel** ce qui est nommé en ceste histoire là, le droit du Roi [48]"""
Du droit des magistrats (1574); Samuel reçoit la requête du peuple pour un Roi;-1095; Antiquité biblique; Antiquité;" ""Dieu, encores que lui-mesmes eust choisi Saül pour estre mis en la place de **Samuel** à la requeste du peuple [12]"""
Du droit des magistrats (1574); Saül reçoit l'élection du peuple;-1095; Antiquité biblique; Antiquité;" ""Dieu... a voulu toutes-fois que le peuple outre cela le creast & acceptast pour Roi (**Saül**) [12]"""
Du droit des magistrats (1574); Absalom veut ravir le royaume;-1023; Antiquité biblique; Antiquité;" ""occasion de laquelle se voulut servir **Absalom** pour ravir le Roiaume à son pere [13]"""
Du droit des magistrats (1574); Chusay répond à Absalom sur l'élection;-1023; Antiquité biblique; Antiquité;" ""voici la responce, que lui fist **Chusay** l'ami de David... avec celui que l'Eternel & le peuple auront esleu [13]"""
Du droit des magistrats (1574); David évite la rage de Saül;-1015; Antiquité biblique; Antiquité;" ""**David** cherché à la mort par **Saül** tres cruel & tres-deloial Tyran [32]"""
Du droit des magistrats (1574); David exerce le royaume par consentement;-1010; Antiquité biblique; Antiquité;" ""**David** aussi combien que Dieu lui-mesmes l'eust choisi... n'exerça le roiaume qu'apres les suffrages [12]"""
Du droit des magistrats (1574); Abigail loue la défense de David;-1000; Antiquité biblique; Antiquité;" ""sans reprendre la sage **Abigail** comme mensongere, quand elle a dit que **David** injustement assailli menoit les guerres [33]"""
Du droit des magistrats (1574); Salomon et Roboam règnent par approbation;-951; Antiquité biblique; Antiquité;" ""Ce qui se void nommement en l'histoire de **Salomon**, **Roboam**, Uzias, Joas & Joachaz [13]"""
